image_path,latitude,longitude
data/mapillary/1211751342919121.jpg,39.952093,-75.1928185
data/mapillary/178294654568357.jpg,39.9520738,-75.1927867
data/mapillary/1330518441114055.jpg,39.9520868,-75.1927878
data/mapillary/1038967459968497.jpg,39.9513378,-75.1904667
data/mapillary/824922835138852.jpg,39.9520762,-75.1927938
data/mapillary/1090226528134106.jpg,39.9508248,-75.1911048
data/mapillary/133554258831669.jpg,39.951159,-75.1906519
data/mapillary/1097254150753615.jpg,39.9509041,-75.1909549
data/mapillary/584606556552420.jpg,39.9520785,-75.1927972
data/mapillary/134995215254560.jpg,39.9508437,-75.1910327
data/mapillary/1103238506853029.jpg,39.9511857,-75.1906242
data/mapillary/1202432303546764.jpg,39.9508101,-75.1910767
data/mapillary/1387603741597983.jpg,39.951554,-75.1904293
data/mapillary/165695565488349.jpg,39.9526622,-75.1927789
data/mapillary/138402191561201.jpg,39.9524649,-75.1934888
data/mapillary/175513144958262.jpg,39.9520899,-75.1927963
data/mapillary/1506587129685618.jpg,39.9507209,-75.1911828
data/mapillary/1225425827875408.jpg,39.9512766,-75.1905208
data/mapillary/818461692430203.jpg,39.9525524,-75.1931332
data/mapillary/144759174335300.jpg,39.9507585,-75.1911361
data/mapillary/247235067178504.jpg,39.9526241,-75.1929105
data/mapillary/551532012502574.jpg,39.9524594,-75.1935124
data/mapillary/171892534851203.jpg,39.9526207,-75.1929212
data/mapillary/1149464848856295.jpg,39.9513681,-75.1904497
data/mapillary/3225416537701272.jpg,39.9520858,-75.1928077
data/mapillary/859801728314558.jpg,39.952082,-75.1928026
data/mapillary/1106336366545790.jpg,39.9514402,-75.1904552
data/mapillary/428830665033314.jpg,39.9524594,-75.1935122
data/mapillary/137924005046002.jpg,39.9524606,-75.1935072
data/mapillary/1099240603818725.jpg,39.9516008,-75.1904115
data/mapillary/142104284605759.jpg,39.950782,-75.1911075
data/mapillary/1409749739384077.jpg,39.9512765,-75.190521
data/mapillary/1412259745806743.jpg,39.9525118,-75.1932875
data/mapillary/1211963726298623.jpg,39.9520963,-75.1928139
data/mapillary/1206967743071691.jpg,39.9524916,-75.1933722
data/mapillary/1294894214237543.jpg,39.9513681,-75.1904496
data/mapillary/207642204333815.jpg,39.9525559,-75.1931207
data/mapillary/161183733148703.jpg,39.9520727,-75.1927819
data/mapillary/521229132578416.jpg,39.9525004,-75.1933351
data/mapillary/1181936772257600.jpg,39.952567,-75.193083
data/mapillary/1128962807606418.jpg,39.9514401,-75.1904552
data/mapillary/1095583040928446.jpg,39.9511095,-75.190721
data/mapillary/1159880997812181.jpg,39.9507414,-75.1911511
data/mapillary/746350199969220.jpg,39.9520797,-75.1927758
data/mapillary/470177234284857.jpg,39.9524717,-75.193459
data/mapillary/1850288238485018.jpg,39.9525233,-75.1932421
data/mapillary/1235136213578694.jpg,39.9514403,-75.1904552
data/mapillary/1178159075953121.jpg,39.9516671,-75.1904024
data/mapillary/1286740178390343.jpg,39.9512523,-75.1905472
data/mapillary/849399472321062.jpg,39.9524812,-75.193417
data/mapillary/1150666758762997.jpg,39.9510854,-75.190743
data/mapillary/1187791785015273.jpg,39.9514669,-75.1904254
data/mapillary/1479815559077039.jpg,39.9510574,-75.1907832
data/mapillary/1133465540462102.jpg,39.9511144,-75.1907085
data/mapillary/137460891763753.jpg,39.9515683,-75.1904155
data/mapillary/147504610627725.jpg,39.9511626,-75.1906517
data/mapillary/1187394608373382.jpg,39.9514667,-75.1904253
data/mapillary/1402951640037903.jpg,39.9509402,-75.1909221
data/mapillary/1151991298559797.jpg,39.9514958,-75.1904433
data/mapillary/135564915289969.jpg,39.951103,-75.1907794
data/mapillary/1209884902788482.jpg,39.9508458,-75.1910257
data/mapillary/1427646794263718.jpg,39.9509409,-75.1909166
data/mapillary/137863841713566.jpg,39.9511402,-75.1906777
data/mapillary/1393965090972783.jpg,39.9514359,-75.190429
data/mapillary/1002382107172602.jpg,39.9511626,-75.1906518
data/mapillary/1395539310805960.jpg,39.9512282,-75.1905749
data/mapillary/1271941289875521.jpg,39.9511144,-75.1907086
data/mapillary/140596988091600.jpg,39.9514056,-75.1904355
data/mapillary/1442341569443484.jpg,39.9513681,-75.1904497
data/mapillary/1423082658025642.jpg,39.9513378,-75.1904668
data/mapillary/1018664851871931.jpg,39.9513087,-75.1904889
data/mapillary/118028383674245.jpg,39.9511859,-75.1906242
data/mapillary/143351821109536.jpg,39.951013,-75.1908833
data/mapillary/1245550222567834.jpg,39.9515257,-75.1904363
data/mapillary/268391318406877.jpg,39.952644,-75.1928467
data/mapillary/299627091810267.jpg,39.9526535,-75.1928129
data/mapillary/1635279813606967.jpg,39.9520773,-75.1927733
data/mapillary/1013301039202322.jpg,39.9515541,-75.1904292
data/mapillary/483766292943042.jpg,39.9524595,-75.1935123
data/mapillary/1172173563255178.jpg,39.9513088,-75.1904888
data/mapillary/1448552862146312.jpg,39.9514056,-75.1904357
data/mapillary/117706473710094.jpg,39.9513089,-75.1904889
data/mapillary/153643400108391.jpg,39.9511539,-75.1906668
data/mapillary/2930285157243354.jpg,39.9514666,-75.1904254
data/mapillary/1591595347709965.jpg,39.9512523,-75.1905474
data/mapillary/159974566134940.jpg,39.9511859,-75.1906241
data/mapillary/163101082420549.jpg,39.9512523,-75.1905473
data/mapillary/2579398199034813.jpg,39.9512766,-75.1905207
data/mapillary/1708765165997354.jpg,39.9517311,-75.1903925
data/mapillary/1656908571153762.jpg,39.951368,-75.1904497
data/mapillary/163309315732388.jpg,39.9508362,-75.191046
data/mapillary/169600041654175.jpg,39.9515258,-75.1904362
data/mapillary/164957165474892.jpg,39.9509152,-75.1909957
data/mapillary/178825000698453.jpg,39.9511402,-75.1906776
data/mapillary/188394009817458.jpg,39.9507976,-75.1911371
data/mapillary/188915896428467.jpg,39.9508711,-75.1910041
data/mapillary/1739817862885901.jpg,39.9513089,-75.1904884
data/mapillary/207387994371319.jpg,39.9514667,-75.1904253
data/mapillary/186133423375934.jpg,39.9511151,-75.1907664
data/mapillary/155945179827080.jpg,39.9514359,-75.190429
data/mapillary/163339729066421.jpg,39.951067,-75.190821
data/mapillary/176259544406190.jpg,39.9511626,-75.1906517
data/mapillary/278533973980052.jpg,39.9513376,-75.190467
data/mapillary/246059307275988.jpg,39.9512523,-75.1905473
data/mapillary/285108243254107.jpg,39.951368,-75.1904498
data/mapillary/2718943728396405.jpg,39.9507961,-75.1910838
data/mapillary/2959724737593746.jpg,39.9514056,-75.1904357
